author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
Kindle Customer,/gp/profile/amzn1.account.AGI7HGLDJ73ODJ3T24K5RLG2DNOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,very happy,Five Stars,Verified Purchase,14 people found this helpful,,95,458,Public,83363054
SexxcciiEve,/gp/profile/amzn1.account.AH3JLS6FZO3L4A35SOJ7BZYQNS6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Very cool game my son and my daughter love,Five Stars,Verified Purchase,26 people found this helpful,,1126,375,Public,83637386
Dp4g,/gp/profile/amzn1.account.AGWPUOGQVPMRXQQOPL2QMHCRRQZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Item was as described.,Five Stars,Verified Purchase,33 people found this helpful,,56,14,Public,10887757
Cassandra,/gp/profile/amzn1.account.AEMIYB2RC5FMOY6SW7LHKT7PNFPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,My granddaughter loves this toy!,Five Stars,Verified Purchase,21 people found this helpful,,39,37,Public,83035241
S Harris,/gp/profile/amzn1.account.AGKPO7BH5EQV3ECCCPPJUNZFCRPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,great game for kids,fun,Verified Purchase,7 people found this helpful,,140,116,Public,745818
lisa,/gp/profile/amzn1.account.AGQMOJEZT5VFLIGUFOYX5GACEA7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,1.0 out of 5 stars,Catboy would not blow up. We tried for over an hour to get it to. Ended up having to cut him off. Very disappointed.,Poor quality,Verified Purchase,23 people found this helpful,,26,15,Public,83123598
Anne Marie Penrod,/gp/profile/amzn1.account.AG6R3HRZ34HI6PMRXITWK5VNDXSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Kids luv it,Pj masks,Verified Purchase,8 people found this helpful,,97,36,Public,83487620
shawnee osborne,/gp/profile/amzn1.account.AFM7M6TXDS3CTF4RQD64M566ICAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,cute game. my daughter loves this game,Four Stars,Verified Purchase,34 people found this helpful,,39,13,Public,25954067
dellon livingstone,/gp/profile/amzn1.account.AGZACHEW34SOIGE7UQOK7TR3IRDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,My son love it,Four Stars,Verified Purchase,11 people found this helpful,,11,2,Public,82755517
roxanne Cabral,/gp/profile/amzn1.account.AFFNAR45P42CFQ6LZD5FK4DBVC6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Granddaughter loves it,Five Stars,Verified Purchase,26 people found this helpful,,48,53,Public,4852390
Robert Headley,/gp/profile/amzn1.account.AFY2D2FJ7KESBTSVAPNRDWSQFMIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,A good game to kill some time. It is probably more for kids that are 5-7 in age range as it can be kinda difficult for smaller kids in that 3 year old range.,A good game to kill some time,Verified Purchase,29 people found this helpful,,92,98,Public,719921
Char,/gp/profile/amzn1.account.AHWSVQGRTYGAC7FZGRI7RRF2MTSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,My son really likes this show.,Five Stars,Verified Purchase,16 people found this helpful,,16,20,Public,83154990
Yehsica Folkerds,/gp/profile/amzn1.account.AFX5KCR46TBGXA3IPVQMVAOMXRJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Amazing,Amazing,Verified Purchase,5 people found this helpful,,5,15,Public,83032185
Amazon Customer,/gp/profile/amzn1.account.AG6C4J44BOX62RZUBFQORQOKDMKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Granddaughter loves pj masks,Christmas present,Verified Purchase,14 people found this helpful,,40,15,Public,32964238
Tod Runyon,/gp/profile/amzn1.account.AFL55NX44VGADLDL4QB424KWGTPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,excellent,Five Stars,Verified Purchase,26 people found this helpful,,241,327,Public,83411071
E.llen L. Johnson,/gp/profile/amzn1.account.AFT55WINKXWN6DXVMEUL2R2TFLFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,4.0 out of 5 stars,Grandchildren like game.,Four Stars,Verified Purchase,15 people found this helpful,,21,16,Public,82748941
James W. Pridgen,/gp/profile/amzn1.account.AH3K3K4CPVSVMGWSJEKDFGL47NPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Great for kids,Five Stars,Verified Purchase,18 people found this helpful,,32,128,Public,82898400
Gaile Wilson,/gp/profile/amzn1.account.AHBWEKH7ILCV4BWZCJDBDWLQEW7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Grandkids loved it!,PJ Masks,Verified Purchase,48 people found this helpful,,56,23,Public,83132079
Yazeed Alaqeel,/gp/profile/amzn1.account.AER6WJJAKGUA662V7TMZP2TXOWQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,THANKs,Five Stars,Verified Purchase,15 people found this helpful,,461,397,Public,1067199
Tiffanny Thomas,/gp/profile/amzn1.account.AGQWP4UORJ2BTP5CE3ALJKV76G7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves this.,Five Stars,Verified Purchase,21 people found this helpful,,30,14,Public,82922352
Julie Bayless,/gp/profile/amzn1.account.AFTQ36VV4LY5QOSPEFTOHOJTMGBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Fun and educational,Easy to learn,Verified Purchase,19 people found this helpful,,189,155,Public,83565577
Valerie Underwood,/gp/profile/amzn1.account.AHN4KCZFSPB3JN3F6TRAKFVJMBSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,My granddaughter loves this game/video.,Fantastic,Verified Purchase,21 people found this helpful,,32,20,Public,82868087
Amazon Customer,/gp/profile/amzn1.account.AG76KM7OKCEQAZGUJFVLMZSOHYNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,The kid loves it,Love,Verified Purchase,17 people found this helpful,,18,12,Public,17631134
Ruben A. Rodezno S.,/gp/profile/amzn1.account.AEE6XMWGKBKH5TDJXGURYOWTF4JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,No way it will force me to love PJmasks!,No jimmy!,Verified Purchase,6 people found this helpful,,152,8,Public,83721704
Gabriel David Silva,/gp/profile/amzn1.account.AEVZCC2ZUWZ56ZIVSPB2MKITD5FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,It was a wonderful product. I will definitely recommend Amazon services to my friends. Thanks a lot again.,Five Stars,Verified Purchase,28 people found this helpful,,66,90,Public,4617574
Courtney king,/gp/profile/amzn1.account.AHJBDQZY7WRJGXUDWD52NRUZ7V4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,The game was perfect my three year old loves to play it.,Pj mask to the rescue,Verified Purchase,4 people found this helpful,,4,4,Public,82781878
GreenGableGoods,/gp/profile/amzn1.account.AEGZJPKRMCXDU67EOEOMUSRVCNOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"My little girl is absolutely obsessed with ""hair mask"" ... lol. She's two and is fairly verbal and this show is helping her with words I would have never thought of. She has learned the entire jingle at the beginning too!","My little girl is absolutely obsessed with ""hair mask"". ...",Verified Purchase,17 people found this helpful,,27,36,Public,16890398
Glenda P.,/gp/profile/amzn1.account.AFL5I4E7EU62R5QNOMLM5EXHWEJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,My autistic love it...,Five Stars,Verified Purchase,17 people found this helpful,,18,8,Public,82627001
tosha cook,/gp/profile/amzn1.account.AGCH7DVGTKPAU65ZTLBSLUZ7UIMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,worked as expected,worked as expected,Verified Purchase,2 people found this helpful,,32,190,Public,607526
Katherine Mason,/gp/profile/amzn1.account.AE5QRQUJVRHT5YUAWZR7LOWDMUYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,My grandson loves his gift and wants me to buy more characters from his favorite video shows.,Price was perfect!,Verified Purchase,9 people found this helpful,,9,4,Public,83026011
Beagle girl 33,/gp/profile/amzn1.account.AGDVCIBHYIFBHQHXKGWPNKZZF3OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,My grandson and I love this game. The different characters have their own special talent. Some are more  challenging than others. Lots of fun!,Fun game for preschoolers and up!,Verified Purchase,19 people found this helpful,,37,56,Public,83746690
Ana Luiza Teles,/gp/profile/amzn1.account.AFPZU5BI27ILMWZO2RZJ5H74XTVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Fun,Fun,Verified Purchase,3 people found this helpful,,4,3,Public,82495163
Kia,/gp/profile/amzn1.account.AHZDKCEBX6WP3MVV6T625KRIWZGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,My son absolutely loves this show,Five Stars,Verified Purchase,28 people found this helpful,,34,18,Public,8987447
Christian Taylor,/gp/profile/amzn1.account.AFOF66CJHQ5O3DURTFUQ2JAYCYXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,This app just goes in circles basically pointless,Waste of time,Verified Purchase,6 people found this helpful,,6,7,Public,21138118
LilKaterina,/gp/profile/amzn1.account.AEBQAMKGVB42MP5MSIFFWFYN3TWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,Child does not play game often.,Meh,Verified Purchase,7 people found this helpful,,632,105,Public,83519475
Amazon Customer,/gp/profile/amzn1.account.AGKEQOCK5PMFERM2KE3AQ2SN3ZTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,They looked great on cup cakes for  a three olds birthday . The children loved them.,Great decoration,Verified Purchase,18 people found this helpful,,18,3,Public,82547966
Lea KS,/gp/profile/amzn1.account.AHD4SDQTSFTXZ5CGDLLHTUTJOR3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,My kids love it! I took one star off because it's not available on the 2nd generation kindle fire that I allow my children to play on. They can only play it on my newer kindle fire.,Great game but not available on all kindles.,Verified Purchase,6 people found this helpful,,293,88,Public,1689629
Jody A. Dowless,/gp/profile/amzn1.account.AH73KLUOL7TBEDQS6YZQQKRD5Y7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves this app. She's 5. No issues with it whatsoever.,Great App,Verified Purchase,13 people found this helpful,,102,103,Public,496838
patricia,/gp/profile/amzn1.account.AGAHXDBXJ3SZNDX4SLJSYP6KC4KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,my daughter enjoys playing this game and not gunna to lie but so do I :),Five Stars,Verified Purchase,13 people found this helpful,,13,2,Public,82572687
Derek,/gp/profile/amzn1.account.AFF5SL7X52MJNI2JNKLDPLVYXINQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"My boys both love this, a great time occupier",Both my boys play this a lot,Verified Purchase,31 people found this helpful,,349,152,Public,83761585
Kindle Customer,/gp/profile/amzn1.account.AHQRXRWFKSM6JHSBLVXVJOHUOUCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Lots of fun!,Five Stars,Verified Purchase,38 people found this helpful,,49,51,Public,83845662
Peter,/gp/profile/amzn1.account.AEZRTFX5SW3RACH4I6AXEOP3LYXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,My niece loves PJ Masks so she totally loves this app.,Five Stars,Verified Purchase,14 people found this helpful,,98,61,Public,83076506
Terenia Singletary,/gp/profile/amzn1.account.AG77MEVJJB2JPUVPOUQC4RBL2B3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,For my niece,Great and happy,Verified Purchase,17 people found this helpful,,135,32,Public,28425881
K. Beraun,/gp/profile/amzn1.account.AF665K7H6TWK2OKZQHISFPTCRWJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Kids love it,Kids love it,Verified Purchase,31 people found this helpful,,897,162,Public,299344
Krissy Noel,/gp/profile/amzn1.account.AFYX7PWAES2PISCY2OF3QMCVVLGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 5, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Little man loves this game . Hours and hours on it,Time consuming,Verified Purchase,17 people found this helpful,,537,654,Public,95399
Katrina L Peake,/gp/profile/amzn1.account.AGVB2RQQU3PMQRTTRCZHXOAZXPPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Grandson plays,Ok,Verified Purchase,8 people found this helpful,,601,204,Public,83848353
Bagwajikwe Madosh,/gp/profile/amzn1.account.AFWQOAIJFLDOQEUG3XY6GSKUJ3AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,Do not want,Do not want,Verified Purchase,13 people found this helpful,,90,6,Public,82992393
Tbilskie,/gp/profile/amzn1.account.AEUGVREDHGZ463T4LCVKIVTZMMIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Kids love it . Simple . Small . Fun.,Fun for my daughter she loves it,Verified Purchase,15 people found this helpful,,100,19,Public,503469
cyndee jacobs,/gp/profile/amzn1.account.AHQS7JE7JHTD3X7EHVSV4Y6NSUQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,great,great,Verified Purchase,12 people found this helpful,,199,562,Public,83853645
Susi,/gp/profile/amzn1.account.AGM2T4RQQQL55F5TR4Q75SCV5GBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"My 2 PJ masks experts love it.However the stickers have a smell to them, which does dissipate quickly. However for a product applied to a kids room this is definitely something that can be improved.",Kids love it. Smell somewhat,Verified Purchase,11 people found this helpful,,27,16,Public,82939319
Camilla Stradley,/gp/profile/amzn1.account.AEW4LBKE3UTMGXDPSSU24V2OZTHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Our grandson loves this and so do we.  Great life lessons and a show of how to get along and work through your problems.,Our grandson loves this!,Verified Purchase,18 people found this helpful,,31,55,Public,83040996
KK,/gp/profile/amzn1.account.AFYAY4NLYL2TXFBEQ6SJBDJRMT3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Kids lov d it,Five Stars,Verified Purchase,26 people found this helpful,,45,107,Public,1817882
